# Force βfL, Rxyy^2, Persistence Length λ
9.9772e-03,    6.6320e-01,    6.4000e+01
1.0070e-02,    6.6320e-01,    6.4000e+01
1.0163e-02,    6.6320e-01,    6.4000e+01
1.0257e-02,    6.6320e-01,    6.4000e+01
1.0352e-02,    6.6320e-01,    6.4000e+01
1.0448e-02,    6.6320e-01,    6.4000e+01
1.0544e-02,    6.6320e-01,    6.4000e+01
1.0642e-02,    6.6320e-01,    6.4000e+01
1.0741e-02,    6.6320e-01,    6.4000e+01
1.0840e-02,    6.6320e-01,    6.4000e+01
1.0940e-02,    6.6320e-01,    6.4000e+01
1.1042e-02,    6.6320e-01,    6.4000e+01
1.1144e-02,    6.6320e-01,    6.4000e+01
1.1247e-02,    6.6320e-01,    6.4000e+01
1.1351e-02,    6.6320e-01,    6.4000e+01
1.1456e-02,    6.6320e-01,    6.4000e+01
1.1562e-02,    6.6320e-01,    6.4000e+01
1.1669e-02,    6.6320e-01,    6.4000e+01
1.1777e-02,    6.6320e-01,    6.4000e+01
1.1887e-02,    6.6320e-01,    6.4000e+01
1.1997e-02,    6.6320e-01,    6.4000e+01
1.2108e-02,    6.6320e-01,    6.4000e+01
1.2220e-02,    6.6320e-01,    6.4000e+01
1.2333e-02,    6.6320e-01,    6.4000e+01
1.2447e-02,    6.6320e-01,    6.4000e+01
1.2562e-02,    6.6320e-01,    6.4000e+01
1.2679e-02,    6.6320e-01,    6.4000e+01
1.2796e-02,    6.6320e-01,    6.4000e+01
1.2914e-02,    6.6320e-01,    6.4000e+01
1.3034e-02,    6.6320e-01,    6.4000e+01
1.3155e-02,    6.6320e-01,    6.4000e+01
1.3277e-02,    6.6320e-01,    6.4000e+01
1.3399e-02,    6.6320e-01,    6.4000e+01
1.3524e-02,    6.6320e-01,    6.4000e+01
1.3649e-02,    6.6320e-01,    6.4000e+01
1.3775e-02,    6.6320e-01,    6.4000e+01
1.3903e-02,    6.6320e-01,    6.4000e+01
1.4031e-02,    6.6319e-01,    6.4000e+01
1.4161e-02,    6.6319e-01,    6.4000e+01
1.4292e-02,    6.6319e-01,    6.4000e+01
1.4425e-02,    6.6319e-01,    6.4000e+01
1.4558e-02,    6.6319e-01,    6.4000e+01
1.4693e-02,    6.6319e-01,    6.4000e+01
1.4829e-02,    6.6319e-01,    6.4000e+01
1.4966e-02,    6.6319e-01,    6.4000e+01
1.5105e-02,    6.6319e-01,    6.4000e+01
1.5245e-02,    6.6319e-01,    6.4000e+01
1.5386e-02,    6.6319e-01,    6.4000e+01
1.5528e-02,    6.6319e-01,    6.4000e+01
1.5672e-02,    6.6319e-01,    6.4000e+01
1.5817e-02,    6.6319e-01,    6.4000e+01
1.5964e-02,    6.6319e-01,    6.4000e+01
1.6112e-02,    6.6319e-01,    6.4000e+01
1.6261e-02,    6.6319e-01,    6.4000e+01
1.6411e-02,    6.6319e-01,    6.4000e+01
1.6563e-02,    6.6319e-01,    6.4000e+01
1.6717e-02,    6.6319e-01,    6.4000e+01
1.6871e-02,    6.6319e-01,    6.4000e+01
1.7028e-02,    6.6319e-01,    6.4000e+01
1.7185e-02,    6.6319e-01,    6.4000e+01
1.7344e-02,    6.6319e-01,    6.4000e+01
1.7505e-02,    6.6319e-01,    6.4000e+01
1.7667e-02,    6.6319e-01,    6.4000e+01
1.7831e-02,    6.6319e-01,    6.4000e+01
1.7996e-02,    6.6319e-01,    6.4000e+01
1.8162e-02,    6.6319e-01,    6.4000e+01
1.8330e-02,    6.6319e-01,    6.4000e+01
1.8500e-02,    6.6319e-01,    6.4000e+01
1.8671e-02,    6.6319e-01,    6.4000e+01
1.8844e-02,    6.6319e-01,    6.4000e+01
