# Force βfL, Rxyy^2, Persistence Length λ
1.0029e-02,    6.5977e-01,    3.2000e+01
1.0122e-02,    6.5977e-01,    3.2000e+01
1.0216e-02,    6.5977e-01,    3.2000e+01
1.0310e-02,    6.5977e-01,    3.2000e+01
1.0406e-02,    6.5977e-01,    3.2000e+01
1.0502e-02,    6.5977e-01,    3.2000e+01
1.0599e-02,    6.5977e-01,    3.2000e+01
1.0697e-02,    6.5977e-01,    3.2000e+01
1.0796e-02,    6.5977e-01,    3.2000e+01
1.0896e-02,    6.5977e-01,    3.2000e+01
1.0997e-02,    6.5977e-01,    3.2000e+01
1.1099e-02,    6.5977e-01,    3.2000e+01
1.1202e-02,    6.5977e-01,    3.2000e+01
1.1306e-02,    6.5977e-01,    3.2000e+01
1.1410e-02,    6.5977e-01,    3.2000e+01
1.1516e-02,    6.5977e-01,    3.2000e+01
1.1623e-02,    6.5977e-01,    3.2000e+01
1.1730e-02,    6.5977e-01,    3.2000e+01
1.1839e-02,    6.5977e-01,    3.2000e+01
1.1948e-02,    6.5977e-01,    3.2000e+01
1.2059e-02,    6.5977e-01,    3.2000e+01
1.2171e-02,    6.5977e-01,    3.2000e+01
1.2283e-02,    6.5977e-01,    3.2000e+01
1.2397e-02,    6.5977e-01,    3.2000e+01
1.2512e-02,    6.5976e-01,    3.2000e+01
1.2628e-02,    6.5976e-01,    3.2000e+01
1.2745e-02,    6.5976e-01,    3.2000e+01
1.2863e-02,    6.5976e-01,    3.2000e+01
1.2982e-02,    6.5976e-01,    3.2000e+01
1.3102e-02,    6.5976e-01,    3.2000e+01
1.3223e-02,    6.5976e-01,    3.2000e+01
1.3346e-02,    6.5976e-01,    3.2000e+01
1.3469e-02,    6.5976e-01,    3.2000e+01
1.3594e-02,    6.5976e-01,    3.2000e+01
1.3720e-02,    6.5976e-01,    3.2000e+01
1.3847e-02,    6.5976e-01,    3.2000e+01
1.3975e-02,    6.5976e-01,    3.2000e+01
1.4104e-02,    6.5976e-01,    3.2000e+01
1.4235e-02,    6.5976e-01,    3.2000e+01
1.4367e-02,    6.5976e-01,    3.2000e+01
1.4500e-02,    6.5976e-01,    3.2000e+01
1.4634e-02,    6.5976e-01,    3.2000e+01
1.4769e-02,    6.5976e-01,    3.2000e+01
1.4906e-02,    6.5976e-01,    3.2000e+01
1.5044e-02,    6.5976e-01,    3.2000e+01
1.5184e-02,    6.5976e-01,    3.2000e+01
1.5324e-02,    6.5976e-01,    3.2000e+01
1.5466e-02,    6.5976e-01,    3.2000e+01
1.5609e-02,    6.5976e-01,    3.2000e+01
1.5754e-02,    6.5976e-01,    3.2000e+01
1.5900e-02,    6.5976e-01,    3.2000e+01
1.6047e-02,    6.5976e-01,    3.2000e+01
1.6195e-02,    6.5976e-01,    3.2000e+01
1.6345e-02,    6.5976e-01,    3.2000e+01
1.6497e-02,    6.5976e-01,    3.2000e+01
1.6649e-02,    6.5976e-01,    3.2000e+01
1.6804e-02,    6.5976e-01,    3.2000e+01
1.6959e-02,    6.5976e-01,    3.2000e+01
1.7116e-02,    6.5976e-01,    3.2000e+01
1.7275e-02,    6.5976e-01,    3.2000e+01
1.7435e-02,    6.5976e-01,    3.2000e+01
1.7596e-02,    6.5976e-01,    3.2000e+01
1.7759e-02,    6.5976e-01,    3.2000e+01
1.7923e-02,    6.5976e-01,    3.2000e+01
1.8089e-02,    6.5976e-01,    3.2000e+01
1.8257e-02,    6.5976e-01,    3.2000e+01
1.8426e-02,    6.5976e-01,    3.2000e+01
1.8596e-02,    6.5976e-01,    3.2000e+01
1.8769e-02,    6.5976e-01,    3.2000e+01
1.8942e-02,    6.5976e-01,    3.2000e+01
1.9118e-02,    6.5976e-01,    3.2000e+01
1.9295e-02,    6.5976e-01,    3.2000e+01
1.9473e-02,    6.5976e-01,    3.2000e+01
1.9654e-02,    6.5975e-01,    3.2000e+01
1.9836e-02,    6.5975e-01,    3.2000e+01
2.0019e-02,    6.5975e-01,    3.2000e+01
2.0205e-02,    6.5975e-01,    3.2000e+01
2.0392e-02,    6.5975e-01,    3.2000e+01
2.0580e-02,    6.5975e-01,    3.2000e+01
2.0771e-02,    6.5975e-01,    3.2000e+01
2.0963e-02,    6.5975e-01,    3.2000e+01
2.1157e-02,    6.5975e-01,    3.2000e+01
2.1353e-02,    6.5975e-01,    3.2000e+01
2.1551e-02,    6.5975e-01,    3.2000e+01
2.1751e-02,    6.5975e-01,    3.2000e+01
2.1952e-02,    6.5975e-01,    3.2000e+01
2.2155e-02,    6.5975e-01,    3.2000e+01
2.2360e-02,    6.5975e-01,    3.2000e+01
2.2567e-02,    6.5975e-01,    3.2000e+01
2.2776e-02,    6.5975e-01,    3.2000e+01
2.2987e-02,    6.5975e-01,    3.2000e+01
2.3200e-02,    6.5975e-01,    3.2000e+01
2.3415e-02,    6.5975e-01,    3.2000e+01
2.3632e-02,    6.5975e-01,    3.2000e+01
2.3850e-02,    6.5975e-01,    3.2000e+01
2.4071e-02,    6.5975e-01,    3.2000e+01
2.4294e-02,    6.5975e-01,    3.2000e+01
2.4519e-02,    6.5975e-01,    3.2000e+01
2.4746e-02,    6.5975e-01,    3.2000e+01
2.4975e-02,    6.5974e-01,    3.2000e+01
2.5206e-02,    6.5974e-01,    3.2000e+01
2.5440e-02,    6.5974e-01,    3.2000e+01
2.5675e-02,    6.5974e-01,    3.2000e+01
2.5913e-02,    6.5974e-01,    3.2000e+01
2.6153e-02,    6.5974e-01,    3.2000e+01
2.6395e-02,    6.5974e-01,    3.2000e+01
2.6639e-02,    6.5974e-01,    3.2000e+01
2.6886e-02,    6.5974e-01,    3.2000e+01
2.7135e-02,    6.5974e-01,    3.2000e+01
2.7386e-02,    6.5974e-01,    3.2000e+01
2.7640e-02,    6.5974e-01,    3.2000e+01
2.7896e-02,    6.5974e-01,    3.2000e+01
2.8154e-02,    6.5974e-01,    3.2000e+01
2.8415e-02,    6.5974e-01,    3.2000e+01
2.8678e-02,    6.5974e-01,    3.2000e+01
2.8943e-02,    6.5974e-01,    3.2000e+01
2.9211e-02,    6.5973e-01,    3.2000e+01
2.9482e-02,    6.5973e-01,    3.2000e+01
2.9755e-02,    6.5973e-01,    3.2000e+01
3.0030e-02,    6.5973e-01,    3.2000e+01
3.0308e-02,    6.5973e-01,    3.2000e+01
3.0589e-02,    6.5973e-01,    3.2000e+01
3.0872e-02,    6.5973e-01,    3.2000e+01
3.1158e-02,    6.5973e-01,    3.2000e+01
3.1446e-02,    6.5973e-01,    3.2000e+01
3.1738e-02,    6.5973e-01,    3.2000e+01
3.2031e-02,    6.5973e-01,    3.2000e+01
3.2328e-02,    6.5973e-01,    3.2000e+01
3.2627e-02,    6.5973e-01,    3.2000e+01
3.2929e-02,    6.5972e-01,    3.2000e+01
3.3234e-02,    6.5972e-01,    3.2000e+01
3.3542e-02,    6.5972e-01,    3.2000e+01
3.3852e-02,    6.5972e-01,    3.2000e+01
3.4166e-02,    6.5972e-01,    3.2000e+01
3.4482e-02,    6.5972e-01,    3.2000e+01
3.4801e-02,    6.5972e-01,    3.2000e+01
3.5124e-02,    6.5972e-01,    3.2000e+01
3.5449e-02,    6.5972e-01,    3.2000e+01
3.5777e-02,    6.5972e-01,    3.2000e+01
3.6108e-02,    6.5971e-01,    3.2000e+01
3.6443e-02,    6.5971e-01,    3.2000e+01
3.6780e-02,    6.5971e-01,    3.2000e+01
3.7121e-02,    6.5971e-01,    3.2000e+01
3.7464e-02,    6.5971e-01,    3.2000e+01
3.7811e-02,    6.5971e-01,    3.2000e+01
3.8161e-02,    6.5971e-01,    3.2000e+01
3.8515e-02,    6.5971e-01,    3.2000e+01
3.8871e-02,    6.5971e-01,    3.2000e+01
3.9231e-02,    6.5970e-01,    3.2000e+01
3.9594e-02,    6.5970e-01,    3.2000e+01
3.9961e-02,    6.5970e-01,    3.2000e+01
4.0331e-02,    6.5970e-01,    3.2000e+01
4.0704e-02,    6.5970e-01,    3.2000e+01
4.1081e-02,    6.5970e-01,    3.2000e+01
4.1462e-02,    6.5970e-01,    3.2000e+01
4.1845e-02,    6.5970e-01,    3.2000e+01
4.2233e-02,    6.5969e-01,    3.2000e+01
4.2624e-02,    6.5969e-01,    3.2000e+01
4.3019e-02,    6.5969e-01,    3.2000e+01
4.3417e-02,    6.5969e-01,    3.2000e+01
4.3819e-02,    6.5969e-01,    3.2000e+01
4.4224e-02,    6.5969e-01,    3.2000e+01
4.4634e-02,    6.5969e-01,    3.2000e+01
4.5047e-02,    6.5968e-01,    3.2000e+01
4.5464e-02,    6.5968e-01,    3.2000e+01
4.5885e-02,    6.5968e-01,    3.2000e+01
4.6310e-02,    6.5968e-01,    3.2000e+01
4.6739e-02,    6.5968e-01,    3.2000e+01
4.7172e-02,    6.5967e-01,    3.2000e+01
4.7608e-02,    6.5967e-01,    3.2000e+01
4.8049e-02,    6.5967e-01,    3.2000e+01
4.8494e-02,    6.5967e-01,    3.2000e+01
4.8943e-02,    6.5967e-01,    3.2000e+01
4.9396e-02,    6.5967e-01,    3.2000e+01
4.9853e-02,    6.5966e-01,    3.2000e+01
5.0315e-02,    6.5966e-01,    3.2000e+01
5.0781e-02,    6.5966e-01,    3.2000e+01
5.1251e-02,    6.5966e-01,    3.2000e+01
5.1726e-02,    6.5966e-01,    3.2000e+01
5.2204e-02,    6.5965e-01,    3.2000e+01
5.2688e-02,    6.5965e-01,    3.2000e+01
5.3176e-02,    6.5965e-01,    3.2000e+01
5.3668e-02,    6.5965e-01,    3.2000e+01
5.4165e-02,    6.5964e-01,    3.2000e+01
5.4666e-02,    6.5964e-01,    3.2000e+01
5.5173e-02,    6.5964e-01,    3.2000e+01
5.5683e-02,    6.5964e-01,    3.2000e+01
5.6199e-02,    6.5963e-01,    3.2000e+01
5.6719e-02,    6.5963e-01,    3.2000e+01
5.7244e-02,    6.5963e-01,    3.2000e+01
5.7774e-02,    6.5963e-01,    3.2000e+01
5.8309e-02,    6.5962e-01,    3.2000e+01
5.8849e-02,    6.5962e-01,    3.2000e+01
5.9394e-02,    6.5962e-01,    3.2000e+01
5.9944e-02,    6.5962e-01,    3.2000e+01
6.0499e-02,    6.5961e-01,    3.2000e+01
6.1059e-02,    6.5961e-01,    3.2000e+01
6.1624e-02,    6.5961e-01,    3.2000e+01
6.2195e-02,    6.5960e-01,    3.2000e+01
6.2771e-02,    6.5960e-01,    3.2000e+01
6.3352e-02,    6.5960e-01,    3.2000e+01
6.3939e-02,    6.5959e-01,    3.2000e+01
6.4531e-02,    6.5959e-01,    3.2000e+01
6.5128e-02,    6.5959e-01,    3.2000e+01
6.5731e-02,    6.5958e-01,    3.2000e+01
6.6340e-02,    6.5958e-01,    3.2000e+01
6.6954e-02,    6.5958e-01,    3.2000e+01
6.7574e-02,    6.5957e-01,    3.2000e+01
6.8199e-02,    6.5957e-01,    3.2000e+01
6.8831e-02,    6.5957e-01,    3.2000e+01
6.9468e-02,    6.5956e-01,    3.2000e+01
7.0111e-02,    6.5956e-01,    3.2000e+01
7.0760e-02,    6.5955e-01,    3.2000e+01
7.1416e-02,    6.5955e-01,    3.2000e+01
7.2077e-02,    6.5955e-01,    3.2000e+01
7.2744e-02,    6.5954e-01,    3.2000e+01
7.3418e-02,    6.5954e-01,    3.2000e+01
7.4097e-02,    6.5953e-01,    3.2000e+01
