# Force βfL, Rxyy^2, Persistence Length λ
1.0133e-02,    6.5298e-01,    1.6000e+01
1.0227e-02,    6.5298e-01,    1.6000e+01
1.0322e-02,    6.5298e-01,    1.6000e+01
1.0417e-02,    6.5298e-01,    1.6000e+01
1.0514e-02,    6.5298e-01,    1.6000e+01
1.0611e-02,    6.5298e-01,    1.6000e+01
1.0709e-02,    6.5298e-01,    1.6000e+01
1.0809e-02,    6.5298e-01,    1.6000e+01
1.0909e-02,    6.5298e-01,    1.6000e+01
1.1010e-02,    6.5298e-01,    1.6000e+01
1.1112e-02,    6.5298e-01,    1.6000e+01
1.1214e-02,    6.5298e-01,    1.6000e+01
1.1318e-02,    6.5298e-01,    1.6000e+01
1.1423e-02,    6.5298e-01,    1.6000e+01
1.1529e-02,    6.5298e-01,    1.6000e+01
1.1636e-02,    6.5298e-01,    1.6000e+01
1.1743e-02,    6.5298e-01,    1.6000e+01
1.1852e-02,    6.5298e-01,    1.6000e+01
1.1962e-02,    6.5298e-01,    1.6000e+01
1.2072e-02,    6.5298e-01,    1.6000e+01
1.2184e-02,    6.5298e-01,    1.6000e+01
1.2297e-02,    6.5298e-01,    1.6000e+01
1.2411e-02,    6.5298e-01,    1.6000e+01
1.2526e-02,    6.5298e-01,    1.6000e+01
1.2642e-02,    6.5298e-01,    1.6000e+01
1.2759e-02,    6.5298e-01,    1.6000e+01
1.2877e-02,    6.5298e-01,    1.6000e+01
1.2996e-02,    6.5298e-01,    1.6000e+01
1.3117e-02,    6.5298e-01,    1.6000e+01
1.3238e-02,    6.5298e-01,    1.6000e+01
1.3361e-02,    6.5298e-01,    1.6000e+01
1.3484e-02,    6.5298e-01,    1.6000e+01
1.3609e-02,    6.5298e-01,    1.6000e+01
1.3735e-02,    6.5298e-01,    1.6000e+01
1.3862e-02,    6.5298e-01,    1.6000e+01
1.3991e-02,    6.5298e-01,    1.6000e+01
1.4120e-02,    6.5298e-01,    1.6000e+01
1.4251e-02,    6.5298e-01,    1.6000e+01
1.4383e-02,    6.5298e-01,    1.6000e+01
1.4516e-02,    6.5298e-01,    1.6000e+01
1.4650e-02,    6.5298e-01,    1.6000e+01
1.4786e-02,    6.5298e-01,    1.6000e+01
1.4923e-02,    6.5298e-01,    1.6000e+01
1.5061e-02,    6.5298e-01,    1.6000e+01
1.5201e-02,    6.5298e-01,    1.6000e+01
1.5341e-02,    6.5298e-01,    1.6000e+01
1.5483e-02,    6.5298e-01,    1.6000e+01
1.5627e-02,    6.5298e-01,    1.6000e+01
1.5771e-02,    6.5298e-01,    1.6000e+01
1.5917e-02,    6.5298e-01,    1.6000e+01
1.6065e-02,    6.5298e-01,    1.6000e+01
1.6213e-02,    6.5298e-01,    1.6000e+01
1.6364e-02,    6.5298e-01,    1.6000e+01
1.6515e-02,    6.5298e-01,    1.6000e+01
1.6668e-02,    6.5298e-01,    1.6000e+01
1.6822e-02,    6.5298e-01,    1.6000e+01
1.6978e-02,    6.5298e-01,    1.6000e+01
1.7135e-02,    6.5298e-01,    1.6000e+01
