# Force βfL, Rxyy^2, Persistence Length λ
1.7485e-02,    3.7844e-01,    5.0000e-01
1.7646e-02,    3.7844e-01,    5.0000e-01
1.7810e-02,    3.7844e-01,    5.0000e-01
1.7975e-02,    3.7844e-01,    5.0000e-01
1.8141e-02,    3.7844e-01,    5.0000e-01
1.8309e-02,    3.7844e-01,    5.0000e-01
1.8479e-02,    3.7844e-01,    5.0000e-01
1.8650e-02,    3.7844e-01,    5.0000e-01
1.8822e-02,    3.7844e-01,    5.0000e-01
1.8997e-02,    3.7844e-01,    5.0000e-01
1.9173e-02,    3.7844e-01,    5.0000e-01
1.9350e-02,    3.7844e-01,    5.0000e-01
1.9529e-02,    3.7844e-01,    5.0000e-01
1.9710e-02,    3.7844e-01,    5.0000e-01
1.9892e-02,    3.7844e-01,    5.0000e-01
2.0077e-02,    3.7844e-01,    5.0000e-01
2.0263e-02,    3.7844e-01,    5.0000e-01
2.0450e-02,    3.7844e-01,    5.0000e-01
2.0639e-02,    3.7844e-01,    5.0000e-01
2.0831e-02,    3.7844e-01,    5.0000e-01
2.1023e-02,    3.7844e-01,    5.0000e-01
2.1218e-02,    3.7844e-01,    5.0000e-01
2.1415e-02,    3.7844e-01,    5.0000e-01
2.1613e-02,    3.7844e-01,    5.0000e-01
2.1813e-02,    3.7844e-01,    5.0000e-01
2.2015e-02,    3.7844e-01,    5.0000e-01
2.2219e-02,    3.7844e-01,    5.0000e-01
2.2424e-02,    3.7844e-01,    5.0000e-01
2.2632e-02,    3.7844e-01,    5.0000e-01
2.2842e-02,    3.7844e-01,    5.0000e-01
2.3053e-02,    3.7844e-01,    5.0000e-01
2.3267e-02,    3.7844e-01,    5.0000e-01
2.3482e-02,    3.7844e-01,    5.0000e-01
2.3699e-02,    3.7844e-01,    5.0000e-01
2.3919e-02,    3.7844e-01,    5.0000e-01
2.4140e-02,    3.7844e-01,    5.0000e-01
2.4364e-02,    3.7844e-01,    5.0000e-01
2.4589e-02,    3.7843e-01,    5.0000e-01
2.4817e-02,    3.7843e-01,    5.0000e-01
2.5047e-02,    3.7843e-01,    5.0000e-01
2.5279e-02,    3.7843e-01,    5.0000e-01
2.5513e-02,    3.7843e-01,    5.0000e-01
2.5749e-02,    3.7843e-01,    5.0000e-01
2.5987e-02,    3.7843e-01,    5.0000e-01
2.6228e-02,    3.7843e-01,    5.0000e-01
2.6471e-02,    3.7843e-01,    5.0000e-01
2.6716e-02,    3.7843e-01,    5.0000e-01
2.6963e-02,    3.7843e-01,    5.0000e-01
2.7213e-02,    3.7843e-01,    5.0000e-01
2.7465e-02,    3.7843e-01,    5.0000e-01
2.7719e-02,    3.7843e-01,    5.0000e-01
2.7976e-02,    3.7843e-01,    5.0000e-01
