# Force βfL, Rxyy^2, Persistence Length λ
1.1646e-02,    5.6816e-01,    2.0000e+00
1.1754e-02,    5.6816e-01,    2.0000e+00
1.1863e-02,    5.6816e-01,    2.0000e+00
1.1973e-02,    5.6816e-01,    2.0000e+00
1.2084e-02,    5.6815e-01,    2.0000e+00
1.2195e-02,    5.6815e-01,    2.0000e+00
1.2308e-02,    5.6815e-01,    2.0000e+00
1.2422e-02,    5.6815e-01,    2.0000e+00
1.2537e-02,    5.6815e-01,    2.0000e+00
1.2653e-02,    5.6815e-01,    2.0000e+00
1.2771e-02,    5.6815e-01,    2.0000e+00
1.2889e-02,    5.6815e-01,    2.0000e+00
1.3008e-02,    5.6815e-01,    2.0000e+00
1.3129e-02,    5.6815e-01,    2.0000e+00
1.3250e-02,    5.6815e-01,    2.0000e+00
1.3373e-02,    5.6815e-01,    2.0000e+00
1.3497e-02,    5.6815e-01,    2.0000e+00
1.3622e-02,    5.6815e-01,    2.0000e+00
1.3748e-02,    5.6815e-01,    2.0000e+00
1.3875e-02,    5.6815e-01,    2.0000e+00
1.4003e-02,    5.6815e-01,    2.0000e+00
1.4133e-02,    5.6815e-01,    2.0000e+00
1.4264e-02,    5.6815e-01,    2.0000e+00
1.4396e-02,    5.6815e-01,    2.0000e+00
1.4529e-02,    5.6815e-01,    2.0000e+00
1.4664e-02,    5.6815e-01,    2.0000e+00
1.4800e-02,    5.6815e-01,    2.0000e+00
1.4937e-02,    5.6815e-01,    2.0000e+00
1.5075e-02,    5.6815e-01,    2.0000e+00
1.5214e-02,    5.6815e-01,    2.0000e+00
1.5355e-02,    5.6815e-01,    2.0000e+00
1.5497e-02,    5.6815e-01,    2.0000e+00
1.5641e-02,    5.6815e-01,    2.0000e+00
1.5786e-02,    5.6815e-01,    2.0000e+00
1.5932e-02,    5.6815e-01,    2.0000e+00
1.6079e-02,    5.6815e-01,    2.0000e+00
1.6228e-02,    5.6815e-01,    2.0000e+00
1.6379e-02,    5.6815e-01,    2.0000e+00
1.6530e-02,    5.6815e-01,    2.0000e+00
1.6683e-02,    5.6815e-01,    2.0000e+00
1.6838e-02,    5.6815e-01,    2.0000e+00
1.6994e-02,    5.6815e-01,    2.0000e+00
1.7151e-02,    5.6815e-01,    2.0000e+00
1.7310e-02,    5.6815e-01,    2.0000e+00
1.7470e-02,    5.6815e-01,    2.0000e+00
1.7632e-02,    5.6815e-01,    2.0000e+00
1.7795e-02,    5.6815e-01,    2.0000e+00
1.7960e-02,    5.6815e-01,    2.0000e+00
1.8126e-02,    5.6815e-01,    2.0000e+00
1.8294e-02,    5.6815e-01,    2.0000e+00
1.8463e-02,    5.6815e-01,    2.0000e+00
1.8634e-02,    5.6815e-01,    2.0000e+00
1.8807e-02,    5.6815e-01,    2.0000e+00
1.8981e-02,    5.6815e-01,    2.0000e+00
1.9157e-02,    5.6815e-01,    2.0000e+00
1.9334e-02,    5.6815e-01,    2.0000e+00
1.9513e-02,    5.6815e-01,    2.0000e+00
1.9694e-02,    5.6815e-01,    2.0000e+00
1.9876e-02,    5.6815e-01,    2.0000e+00
2.0060e-02,    5.6815e-01,    2.0000e+00
2.0246e-02,    5.6815e-01,    2.0000e+00
2.0433e-02,    5.6815e-01,    2.0000e+00
2.0622e-02,    5.6815e-01,    2.0000e+00
2.0813e-02,    5.6815e-01,    2.0000e+00
2.1006e-02,    5.6815e-01,    2.0000e+00
2.1200e-02,    5.6815e-01,    2.0000e+00
2.1397e-02,    5.6815e-01,    2.0000e+00
2.1595e-02,    5.6814e-01,    2.0000e+00
2.1795e-02,    5.6814e-01,    2.0000e+00
2.1997e-02,    5.6814e-01,    2.0000e+00
2.2200e-02,    5.6814e-01,    2.0000e+00
2.2406e-02,    5.6814e-01,    2.0000e+00
2.2613e-02,    5.6814e-01,    2.0000e+00
2.2823e-02,    5.6814e-01,    2.0000e+00
2.3034e-02,    5.6814e-01,    2.0000e+00
2.3247e-02,    5.6814e-01,    2.0000e+00
2.3462e-02,    5.6814e-01,    2.0000e+00
2.3680e-02,    5.6814e-01,    2.0000e+00
2.3899e-02,    5.6814e-01,    2.0000e+00
2.4120e-02,    5.6814e-01,    2.0000e+00
2.4344e-02,    5.6814e-01,    2.0000e+00
2.4569e-02,    5.6814e-01,    2.0000e+00
2.4796e-02,    5.6814e-01,    2.0000e+00
2.5026e-02,    5.6814e-01,    2.0000e+00
2.5258e-02,    5.6814e-01,    2.0000e+00
2.5492e-02,    5.6814e-01,    2.0000e+00
2.5728e-02,    5.6814e-01,    2.0000e+00
2.5966e-02,    5.6814e-01,    2.0000e+00
2.6206e-02,    5.6814e-01,    2.0000e+00
2.6449e-02,    5.6814e-01,    2.0000e+00
2.6694e-02,    5.6814e-01,    2.0000e+00
2.6941e-02,    5.6814e-01,    2.0000e+00
2.7190e-02,    5.6814e-01,    2.0000e+00
2.7442e-02,    5.6814e-01,    2.0000e+00
2.7696e-02,    5.6814e-01,    2.0000e+00
2.7953e-02,    5.6813e-01,    2.0000e+00
2.8211e-02,    5.6813e-01,    2.0000e+00
2.8473e-02,    5.6813e-01,    2.0000e+00
2.8736e-02,    5.6813e-01,    2.0000e+00
2.9002e-02,    5.6813e-01,    2.0000e+00
2.9271e-02,    5.6813e-01,    2.0000e+00
2.9542e-02,    5.6813e-01,    2.0000e+00
2.9815e-02,    5.6813e-01,    2.0000e+00
3.0091e-02,    5.6813e-01,    2.0000e+00
3.0370e-02,    5.6813e-01,    2.0000e+00
3.0651e-02,    5.6813e-01,    2.0000e+00
3.0935e-02,    5.6813e-01,    2.0000e+00
3.1221e-02,    5.6813e-01,    2.0000e+00
3.1510e-02,    5.6813e-01,    2.0000e+00
3.1802e-02,    5.6813e-01,    2.0000e+00
3.2097e-02,    5.6813e-01,    2.0000e+00
3.2394e-02,    5.6813e-01,    2.0000e+00
3.2694e-02,    5.6813e-01,    2.0000e+00
3.2996e-02,    5.6812e-01,    2.0000e+00
3.3302e-02,    5.6812e-01,    2.0000e+00
3.3610e-02,    5.6812e-01,    2.0000e+00
