# Force βfλ, Rxy^2
1.8484e+01,    4.7800e-02
1.8655e+01,    4.7391e-02
1.8828e+01,    4.6984e-02
1.9002e+01,    4.6581e-02
1.9178e+01,    4.6181e-02
1.9355e+01,    4.5785e-02
1.9535e+01,    4.5392e-02
1.9716e+01,    4.5002e-02
1.9898e+01,    4.4615e-02
2.0082e+01,    4.4231e-02
2.0268e+01,    4.3851e-02
2.0456e+01,    4.3474e-02
2.0645e+01,    4.3100e-02
2.0836e+01,    4.2729e-02
2.1029e+01,    4.2361e-02
2.1224e+01,    4.1996e-02
2.1421e+01,    4.1634e-02
2.1619e+01,    4.1275e-02
2.1819e+01,    4.0919e-02
2.2021e+01,    4.0566e-02
2.2225e+01,    4.0216e-02
2.2431e+01,    3.9869e-02
2.2638e+01,    3.9524e-02
2.2848e+01,    3.9183e-02
2.3060e+01,    3.8844e-02
2.3273e+01,    3.8509e-02
2.3489e+01,    3.8176e-02
2.3706e+01,    3.7846e-02
2.3926e+01,    3.7518e-02
2.4147e+01,    3.7193e-02
2.4371e+01,    3.6872e-02
2.4596e+01,    3.6552e-02
2.4824e+01,    3.6236e-02
2.5054e+01,    3.5922e-02
2.5286e+01,    3.5610e-02
2.5520e+01,    3.5302e-02
2.5756e+01,    3.4995e-02
2.5995e+01,    3.4692e-02
2.6235e+01,    3.4391e-02
2.6478e+01,    3.4092e-02
2.6723e+01,    3.3796e-02
2.6971e+01,    3.3503e-02
2.7221e+01,    3.3212e-02
2.7473e+01,    3.2923e-02
2.7727e+01,    3.2637e-02
2.7984e+01,    3.2353e-02
2.8243e+01,    3.2072e-02
2.8504e+01,    3.1793e-02
2.8768e+01,    3.1516e-02
2.9034e+01,    3.1242e-02
2.9303e+01,    3.0970e-02
2.9575e+01,    3.0700e-02
2.9848e+01,    3.0432e-02
3.0125e+01,    3.0167e-02
3.0404e+01,    2.9904e-02
3.0685e+01,    2.9644e-02
3.0969e+01,    2.9385e-02
3.1256e+01,    2.9129e-02
3.1545e+01,    2.8874e-02
3.1838e+01,    2.8622e-02
3.2132e+01,    2.8373e-02
3.2430e+01,    2.8125e-02
3.2730e+01,    2.7879e-02
3.3033e+01,    2.7636e-02
3.3339e+01,    2.7394e-02
3.3648e+01,    2.7155e-02
3.3959e+01,    2.6917e-02
3.4274e+01,    2.6682e-02
3.4591e+01,    2.6448e-02
3.4911e+01,    2.6217e-02
3.5234e+01,    2.5987e-02
3.5561e+01,    2.5760e-02
3.5890e+01,    2.5534e-02
3.6222e+01,    2.5311e-02
3.6558e+01,    2.5089e-02
3.6896e+01,    2.4869e-02
3.7238e+01,    2.4651e-02
3.7582e+01,    2.4435e-02
3.7930e+01,    2.4221e-02
3.8282e+01,    2.4008e-02
3.8636e+01,    2.3798e-02
3.8994e+01,    2.3589e-02
3.9355e+01,    2.3382e-02
3.9719e+01,    2.3177e-02
4.0087e+01,    2.2973e-02
4.0458e+01,    2.2771e-02
4.0833e+01,    2.2571e-02
4.1211e+01,    2.2373e-02
4.1592e+01,    2.2176e-02
4.1977e+01,    2.1981e-02
4.2366e+01,    2.1788e-02
4.2758e+01,    2.1596e-02
4.3154e+01,    2.1406e-02
4.3554e+01,    2.1218e-02
4.3957e+01,    2.1031e-02
4.4364e+01,    2.0846e-02
4.4775e+01,    2.0663e-02
4.5189e+01,    2.0481e-02
4.5608e+01,    2.0300e-02
4.6030e+01,    2.0122e-02
4.6456e+01,    1.9944e-02
4.6886e+01,    1.9768e-02
4.7320e+01,    1.9594e-02
4.7758e+01,    1.9421e-02
4.8201e+01,    1.9250e-02
4.8647e+01,    1.9080e-02
4.9097e+01,    1.8912e-02
4.9552e+01,    1.8745e-02
5.0011e+01,    1.8580e-02
5.0474e+01,    1.8416e-02
5.0941e+01,    1.8253e-02
5.1413e+01,    1.8092e-02
5.1889e+01,    1.7932e-02
5.2369e+01,    1.7774e-02
5.2854e+01,    1.7617e-02
5.3343e+01,    1.7461e-02
5.3837e+01,    1.7307e-02
5.4336e+01,    1.7154e-02
5.4839e+01,    1.7002e-02
5.5346e+01,    1.6852e-02
5.5859e+01,    1.6703e-02
5.6376e+01,    1.6555e-02
5.6898e+01,    1.6408e-02
5.7425e+01,    1.6263e-02
5.7956e+01,    1.6119e-02
5.8493e+01,    1.5976e-02
5.9035e+01,    1.5835e-02
5.9581e+01,    1.5695e-02
6.0133e+01,    1.5556e-02
6.0690e+01,    1.5418e-02
6.1252e+01,    1.5281e-02
6.1819e+01,    1.5146e-02
6.2391e+01,    1.5012e-02
6.2969e+01,    1.4878e-02
6.3552e+01,    1.4746e-02
6.4140e+01,    1.4616e-02
6.4734e+01,    1.4486e-02
6.5333e+01,    1.4358e-02
6.5938e+01,    1.4230e-02
6.6549e+01,    1.4104e-02
6.7165e+01,    1.3979e-02
6.7787e+01,    1.3855e-02
6.8414e+01,    1.3732e-02
6.9048e+01,    1.3610e-02
6.9687e+01,    1.3489e-02
7.0332e+01,    1.3369e-02
7.0983e+01,    1.3250e-02
7.1641e+01,    1.3132e-02
7.2304e+01,    1.3016e-02
7.2973e+01,    1.2900e-02
7.3649e+01,    1.2785e-02
7.4331e+01,    1.2672e-02
7.5019e+01,    1.2559e-02
7.5714e+01,    1.2447e-02
7.6415e+01,    1.2336e-02
7.7122e+01,    1.2227e-02
7.7836e+01,    1.2118e-02
7.8557e+01,    1.2010e-02
7.9284e+01,    1.1903e-02
8.0018e+01,    1.1797e-02
8.0759e+01,    1.1692e-02
8.1507e+01,    1.1588e-02
8.2262e+01,    1.1485e-02
8.3023e+01,    1.1382e-02
8.3792e+01,    1.1281e-02
8.4568e+01,    1.1180e-02
8.5351e+01,    1.1081e-02
8.6141e+01,    1.0982e-02
8.6938e+01,    1.0884e-02
8.7743e+01,    1.0787e-02
8.8556e+01,    1.0691e-02
8.9376e+01,    1.0596e-02
9.0203e+01,    1.0501e-02
9.1038e+01,    1.0407e-02
9.1881e+01,    1.0314e-02
9.2732e+01,    1.0222e-02
9.3591e+01,    1.0131e-02
9.4457e+01,    1.0041e-02
9.5332e+01,    9.9511e-03
9.6214e+01,    9.8623e-03
9.7105e+01,    9.7742e-03
9.8004e+01,    9.6869e-03
9.8912e+01,    9.6004e-03
9.9827e+01,    9.5147e-03
1.0075e+02,    9.4297e-03
