# Force βfL, Extension z/L, Persistence Length λ
1.0769e-02,    3.3086e-03,    4.0000e+00
1.0869e-02,    3.3392e-03,    4.0000e+00
1.0970e-02,    3.3700e-03,    4.0000e+00
1.1071e-02,    3.4011e-03,    4.0000e+00
1.1174e-02,    3.4326e-03,    4.0000e+00
1.1277e-02,    3.4645e-03,    4.0000e+00
1.1382e-02,    3.4966e-03,    4.0000e+00
1.1487e-02,    3.5289e-03,    4.0000e+00
1.1593e-02,    3.5616e-03,    4.0000e+00
1.1701e-02,    3.5947e-03,    4.0000e+00
1.1809e-02,    3.6278e-03,    4.0000e+00
1.1918e-02,    3.6614e-03,    4.0000e+00
1.2029e-02,    3.6952e-03,    4.0000e+00
1.2140e-02,    3.7295e-03,    4.0000e+00
1.2253e-02,    3.7642e-03,    4.0000e+00
1.2366e-02,    3.7989e-03,    4.0000e+00
1.2481e-02,    3.8340e-03,    4.0000e+00
1.2596e-02,    3.8695e-03,    4.0000e+00
1.2713e-02,    3.9054e-03,    4.0000e+00
1.2830e-02,    3.9416e-03,    4.0000e+00
1.2949e-02,    3.9780e-03,    4.0000e+00
1.3069e-02,    4.0148e-03,    4.0000e+00
1.3190e-02,    4.0521e-03,    4.0000e+00
1.3312e-02,    4.0896e-03,    4.0000e+00
1.3435e-02,    4.1274e-03,    4.0000e+00
1.3560e-02,    4.1657e-03,    4.0000e+00
1.3685e-02,    4.2043e-03,    4.0000e+00
1.3812e-02,    4.2430e-03,    4.0000e+00
1.3940e-02,    4.2824e-03,    4.0000e+00
1.4069e-02,    4.3222e-03,    4.0000e+00
1.4199e-02,    4.3621e-03,    4.0000e+00
1.4331e-02,    4.4025e-03,    4.0000e+00
1.4464e-02,    4.4432e-03,    4.0000e+00
1.4597e-02,    4.4844e-03,    4.0000e+00
1.4733e-02,    4.5259e-03,    4.0000e+00
1.4869e-02,    4.5678e-03,    4.0000e+00
1.5007e-02,    4.6101e-03,    4.0000e+00
1.5146e-02,    4.6528e-03,    4.0000e+00
1.5286e-02,    4.6959e-03,    4.0000e+00
1.5427e-02,    4.7394e-03,    4.0000e+00
1.5570e-02,    4.7833e-03,    4.0000e+00
1.5714e-02,    4.8274e-03,    4.0000e+00
1.5860e-02,    4.8722e-03,    4.0000e+00
1.6007e-02,    4.9173e-03,    4.0000e+00
1.6155e-02,    4.9629e-03,    4.0000e+00
1.6304e-02,    5.0088e-03,    4.0000e+00
1.6455e-02,    5.0550e-03,    4.0000e+00
1.6608e-02,    5.1019e-03,    4.0000e+00
1.6762e-02,    5.1493e-03,    4.0000e+00
1.6917e-02,    5.1970e-03,    4.0000e+00
1.7073e-02,    5.2450e-03,    4.0000e+00
1.7231e-02,    5.2934e-03,    4.0000e+00
1.7391e-02,    5.3425e-03,    4.0000e+00
