# Force βfL, Extension z/L, Persistence Length λ
1.1081e+00,    4.3193e-02,    6.2500e-02
1.1183e+00,    4.3591e-02,    6.2500e-02
1.1287e+00,    4.3993e-02,    6.2500e-02
1.1391e+00,    4.4399e-02,    6.2500e-02
1.1497e+00,    4.4808e-02,    6.2500e-02
1.1603e+00,    4.5221e-02,    6.2500e-02
1.1711e+00,    4.5637e-02,    6.2500e-02
1.1819e+00,    4.6058e-02,    6.2500e-02
1.1928e+00,    4.6482e-02,    6.2500e-02
1.2039e+00,    4.6911e-02,    6.2500e-02
1.2150e+00,    4.7343e-02,    6.2500e-02
1.2263e+00,    4.7779e-02,    6.2500e-02
1.2376e+00,    4.8219e-02,    6.2500e-02
1.2491e+00,    4.8663e-02,    6.2500e-02
1.2607e+00,    4.9111e-02,    6.2500e-02
1.2723e+00,    4.9563e-02,    6.2500e-02
1.2841e+00,    5.0020e-02,    6.2500e-02
1.2960e+00,    5.0480e-02,    6.2500e-02
1.3080e+00,    5.0945e-02,    6.2500e-02
1.3201e+00,    5.1414e-02,    6.2500e-02
1.3323e+00,    5.1887e-02,    6.2500e-02
1.3447e+00,    5.2364e-02,    6.2500e-02
1.3571e+00,    5.2846e-02,    6.2500e-02
1.3697e+00,    5.3332e-02,    6.2500e-02
1.3824e+00,    5.3823e-02,    6.2500e-02
1.3952e+00,    5.4318e-02,    6.2500e-02
1.4081e+00,    5.4818e-02,    6.2500e-02
1.4211e+00,    5.5322e-02,    6.2500e-02
1.4343e+00,    5.5830e-02,    6.2500e-02
1.4476e+00,    5.6344e-02,    6.2500e-02
1.4610e+00,    5.6862e-02,    6.2500e-02
1.4745e+00,    5.7384e-02,    6.2500e-02
1.4881e+00,    5.7911e-02,    6.2500e-02
1.5019e+00,    5.8444e-02,    6.2500e-02
1.5158e+00,    5.8980e-02,    6.2500e-02
1.5299e+00,    5.9522e-02,    6.2500e-02
1.5440e+00,    6.0069e-02,    6.2500e-02
1.5583e+00,    6.0620e-02,    6.2500e-02
1.5727e+00,    6.1177e-02,    6.2500e-02
1.5873e+00,    6.1739e-02,    6.2500e-02
1.6020e+00,    6.2305e-02,    6.2500e-02
1.6168e+00,    6.2877e-02,    6.2500e-02
1.6318e+00,    6.3454e-02,    6.2500e-02
1.6469e+00,    6.4036e-02,    6.2500e-02
1.6622e+00,    6.4624e-02,    6.2500e-02
1.6776e+00,    6.5216e-02,    6.2500e-02
1.6931e+00,    6.5814e-02,    6.2500e-02
1.7088e+00,    6.6418e-02,    6.2500e-02
1.7246e+00,    6.7026e-02,    6.2500e-02
1.7406e+00,    6.7641e-02,    6.2500e-02
1.7567e+00,    6.8260e-02,    6.2500e-02
1.7729e+00,    6.8886e-02,    6.2500e-02
1.7893e+00,    6.9517e-02,    6.2500e-02
1.8059e+00,    7.0153e-02,    6.2500e-02
1.8226e+00,    7.0795e-02,    6.2500e-02
1.8395e+00,    7.1444e-02,    6.2500e-02
1.8565e+00,    7.2097e-02,    6.2500e-02
1.8737e+00,    7.2757e-02,    6.2500e-02
1.8911e+00,    7.3423e-02,    6.2500e-02
1.9086e+00,    7.4094e-02,    6.2500e-02
1.9263e+00,    7.4771e-02,    6.2500e-02
1.9441e+00,    7.5455e-02,    6.2500e-02
1.9621e+00,    7.6145e-02,    6.2500e-02
1.9803e+00,    7.6840e-02,    6.2500e-02
1.9986e+00,    7.7542e-02,    6.2500e-02
2.0171e+00,    7.8250e-02,    6.2500e-02
2.0358e+00,    7.8965e-02,    6.2500e-02
2.0546e+00,    7.9686e-02,    6.2500e-02
2.0736e+00,    8.0413e-02,    6.2500e-02
2.0928e+00,    8.1146e-02,    6.2500e-02
2.1122e+00,    8.1886e-02,    6.2500e-02
2.1318e+00,    8.2633e-02,    6.2500e-02
2.1515e+00,    8.3386e-02,    6.2500e-02
2.1714e+00,    8.4146e-02,    6.2500e-02
2.1915e+00,    8.4913e-02,    6.2500e-02
2.2118e+00,    8.5686e-02,    6.2500e-02
2.2323e+00,    8.6466e-02,    6.2500e-02
2.2530e+00,    8.7253e-02,    6.2500e-02
2.2738e+00,    8.8047e-02,    6.2500e-02
2.2949e+00,    8.8848e-02,    6.2500e-02
2.3161e+00,    8.9656e-02,    6.2500e-02
2.3376e+00,    9.0471e-02,    6.2500e-02
2.3592e+00,    9.1293e-02,    6.2500e-02
2.3811e+00,    9.2122e-02,    6.2500e-02
2.4031e+00,    9.2959e-02,    6.2500e-02
2.4254e+00,    9.3803e-02,    6.2500e-02
2.4478e+00,    9.4654e-02,    6.2500e-02
2.4705e+00,    9.5513e-02,    6.2500e-02
2.4934e+00,    9.6379e-02,    6.2500e-02
2.5164e+00,    9.7252e-02,    6.2500e-02
2.5397e+00,    9.8133e-02,    6.2500e-02
2.5633e+00,    9.9022e-02,    6.2500e-02
2.5870e+00,    9.9919e-02,    6.2500e-02
2.6109e+00,    1.0082e-01,    6.2500e-02
2.6351e+00,    1.0173e-01,    6.2500e-02
2.6595e+00,    1.0265e-01,    6.2500e-02
2.6841e+00,    1.0358e-01,    6.2500e-02
2.7090e+00,    1.0452e-01,    6.2500e-02
2.7341e+00,    1.0546e-01,    6.2500e-02
2.7594e+00,    1.0641e-01,    6.2500e-02
2.7849e+00,    1.0737e-01,    6.2500e-02
2.8107e+00,    1.0834e-01,    6.2500e-02
2.8367e+00,    1.0932e-01,    6.2500e-02
2.8630e+00,    1.1030e-01,    6.2500e-02
2.8895e+00,    1.1130e-01,    6.2500e-02
2.9163e+00,    1.1230e-01,    6.2500e-02
2.9433e+00,    1.1331e-01,    6.2500e-02
2.9705e+00,    1.1433e-01,    6.2500e-02
2.9980e+00,    1.1535e-01,    6.2500e-02
3.0258e+00,    1.1639e-01,    6.2500e-02
3.0538e+00,    1.1743e-01,    6.2500e-02
3.0821e+00,    1.1849e-01,    6.2500e-02
3.1106e+00,    1.1955e-01,    6.2500e-02
3.1394e+00,    1.2062e-01,    6.2500e-02
3.1685e+00,    1.2170e-01,    6.2500e-02
3.1978e+00,    1.2279e-01,    6.2500e-02
3.2274e+00,    1.2389e-01,    6.2500e-02
3.2573e+00,    1.2500e-01,    6.2500e-02
3.2875e+00,    1.2611e-01,    6.2500e-02
3.3179e+00,    1.2724e-01,    6.2500e-02
3.3486e+00,    1.2837e-01,    6.2500e-02
3.3796e+00,    1.2952e-01,    6.2500e-02
3.4109e+00,    1.3067e-01,    6.2500e-02
3.4425e+00,    1.3183e-01,    6.2500e-02
3.4744e+00,    1.3301e-01,    6.2500e-02
3.5065e+00,    1.3419e-01,    6.2500e-02
3.5390e+00,    1.3538e-01,    6.2500e-02
3.5718e+00,    1.3658e-01,    6.2500e-02
3.6048e+00,    1.3780e-01,    6.2500e-02
3.6382e+00,    1.3902e-01,    6.2500e-02
3.6719e+00,    1.4025e-01,    6.2500e-02
3.7059e+00,    1.4149e-01,    6.2500e-02
3.7402e+00,    1.4274e-01,    6.2500e-02
3.7748e+00,    1.4400e-01,    6.2500e-02
3.8098e+00,    1.4527e-01,    6.2500e-02
3.8451e+00,    1.4655e-01,    6.2500e-02
3.8807e+00,    1.4784e-01,    6.2500e-02
3.9166e+00,    1.4915e-01,    6.2500e-02
3.9528e+00,    1.5046e-01,    6.2500e-02
3.9894e+00,    1.5178e-01,    6.2500e-02
4.0264e+00,    1.5311e-01,    6.2500e-02
4.0637e+00,    1.5445e-01,    6.2500e-02
4.1013e+00,    1.5581e-01,    6.2500e-02
4.1393e+00,    1.5717e-01,    6.2500e-02
4.1776e+00,    1.5855e-01,    6.2500e-02
4.2163e+00,    1.5993e-01,    6.2500e-02
4.2553e+00,    1.6133e-01,    6.2500e-02
4.2947e+00,    1.6273e-01,    6.2500e-02
4.3345e+00,    1.6415e-01,    6.2500e-02
4.3746e+00,    1.6558e-01,    6.2500e-02
4.4151e+00,    1.6702e-01,    6.2500e-02
4.4560e+00,    1.6847e-01,    6.2500e-02
4.4972e+00,    1.6993e-01,    6.2500e-02
4.5389e+00,    1.7140e-01,    6.2500e-02
4.5809e+00,    1.7288e-01,    6.2500e-02
4.6233e+00,    1.7437e-01,    6.2500e-02
4.6661e+00,    1.7588e-01,    6.2500e-02
4.7093e+00,    1.7739e-01,    6.2500e-02
